Underlying Exposure Identifier,Loan Identifier,Unique Loan Identifier,Original Underlying Exposure Identifier,Original Obligor Identifier,New Underlying Exposure Identifier,New Obligor Identifier,Origination Dt,Maturity DATE,Original Principal Balance,Current Principal Balance GBP,Current Interest Rate,Original Loan To Value,Current Loan To Value,Current Valuation Amount,Current Valuation Date,Current Valuation Method,Post Code,Region ,Property Type ,tenure,Borrower Age (Youngest),Account Status,Redemption Date,Data Cut-Off Date,Interest Rate Type,Occupancy Type,Amortisation Type,Origination Channel,Purpose,Total Credit Limit,Number of Days in Arrears,Exposure Currency Denomination,Pool Addition Date,Date of Repurchase,Purchase Price,Arrears Balance,Default Amount,Default Date,Allocated Losses,Cumulative Recoveries,Litigation,Deposit Amount,Collateral Currency,Collateral Type,Original Collateral Identifier,New Collateral Identifier,Scheduled Principal Payment Frequency,Scheduled Interest Payment Frequency,Payment Due,Current Interest Rate Index,Current Interest Rate Index Tenor,Current Interest Rate Margin,Interest Rate Reset Interval,Interest Rate Cap,Interest Rate Floor,Prepayment Fee,Principal Grace Period End Date,Credit Impaired Obligor,Resident,Geographic Region Obligor,Employment Status
DEMO-0011,DEMO-0011,SYN-UID-0011,DEMO-0011,OBO-0011,DEMO-0011-N,OBL-0011,2024-03-28,2042-03-28,"184,131.90","184,170.38",6.577,0.4353,0.4701,"423,000",,Full survey,SW1A 1AA,London,Semi Detached, leasehold ,82,Active,,2026-01-31,FIXED ,Owner Occupied,Interest roll-up,Broker,Home improvements,"193,338.49",0,GBP,2025-01-31,2025-01-31,"423,000",0,0,,0,0,N,0,GBP,manual,DEMO-0011-COLL-O,DEMO-0011-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,London,manual
DEMO-0012,DEMO-0012,SYN-UID-0012,DEMO-0012,OBO-0012,DEMO-0012-N,OBL-0012,2024-04-11,2042-04-11,"93,620.10","99,934.01",5.996,0.2863,0.2789,"327,000",2026-01-31,Full survey,SW1A 1AA,London,semi-detached house,Free hold,74,Active,,2026-01-31,Variable rate,Owner Occupied,Interest roll-up,Direct,Refinance ,"98,301.11",0,GBP,2025-01-31,2025-01-31,"327,000",0,0,,0,0,N,0,GBP,manual,DEMO-0012-COLL-O,DEMO-0012-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,London,manual
DEMO-0013,DEMO-0013,SYN-UID-0013,DEMO-0013,OBO-0013,DEMO-0013-N,OBL-0013,16/02/2025,2043-02-16,"149,156.80","157,116.28",6.021,0.5252,0.5273,"284,000",2026-01-31,Full survey,RG1 2DP,South East,Flat / Apartment,Freehold,63,Active,,2026-01-31,Fixed,Owner Occupied,Interest roll-up,Broker,Equity release,"156,614.64",0,GBP,2025-01-31,2025-01-31,"284,000",0,0,,0,0,N,0,GBP,manual,DEMO-0013-COLL-O,DEMO-0013-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,South East,manual
DEMO-0014,DEMO-0014,SYN-UID-0014,DEMO-0014,OBO-0014,DEMO-0014-N,OBL-0014,2025-03-13,2043-03-13,"81,782.40","87,069.68",7.221,0.4868,0.5095,"168,000",2026-01-31,Full survey,CB2 1TN,East of England,flat,LEASEHOLD,80,Active,,2026-01-31,variable,Owner Occupied,Interest roll-up,IFA,Debt Consolidation,"85,871.52",0,GBP,2025-01-31,2025-01-31,"168,000",0,0,,0,0,N,0,GBP,manual,DEMO-0014-COLL-O,DEMO-0014-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,East of England,manual
DEMO-0015,DEMO-0015,SYN-UID-0015,DEMO-0015,OBO-0015,DEMO-0015-N,OBL-0015,2024-12-15,2042-12-15,"86,811.40", £87602.90 ,7.923,0.5018,0.488,"173,000",2026-01-31,Full survey,CB2 1TN,East of England,Bungalow, leasehold ,78,Active,,2026-01-31,FIXED ,Owner Occupied,Interest roll-up,Direct,Purchase Main Residence,"91,151.97",0,GBP,2025-01-31,2025-01-31,"173,000",0,0,,0,0,N,0,GBP,manual,DEMO-0015-COLL-O,DEMO-0015-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,East of England,manual
DEMO-0016,DEMO-0016,SYN-UID-0016,DEMO-0016,OBO-0016,DEMO-0016-N,OBL-0016,2025-11-15,2043-11-15,"59,600.50","62,140.19",6.067,0.2995,0.3246,"199,000",2026-01-31,Full survey,LS1 4AP,Yorkshire and The Humber,HOUSE,Free hold,62,Active,,2026-01-31,Variable rate,Owner Occupied,Interest roll-up,IFA,Home improvements,"62,580.53",0,GBP,2025-01-31,2025-01-31,"199,000",0,0,,0,0,N,0,GBP,manual,DEMO-0016-COLL-O,DEMO-0016-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,Yorkshire and The Humber,manual
DEMO-0017,DEMO-0017,SYN-UID-0017,DEMO-0017,OBO-0017,DEMO-0017-N,OBL-0017,2025-07-25,2043-07-25,"168,303.80","167,812.69",8.611 %,0.3521,0.3766,"478,000",2026-01-31,Full survey,CB2 1TN,East of England,Detached House,Freehold,74,Active,,2026-01-31,Fixed,Owner Occupied,Interest roll-up,IFA,Refinance ,"176,718.99",0,GBP,2025-01-31,2025-01-31,"478,000",0,0,,0,0,N,0,GBP,manual,DEMO-0017-COLL-O,DEMO-0017-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,East of England,manual
DEMO-0018,DEMO-0018,SYN-UID-0018,DEMO-0018,OBO-0018,DEMO-0018-N,OBL-0018,2024-06-22,2042-06-22,"69,243.60","71,157.63",6.934,0.3037,0.3329,"228,000",2026-01-31,Full survey,RG1 2DP,South East,detached,LEASEHOLD,81,Active,,2026-01-31,variable,Owner Occupied,Interest roll-up,IFA,Equity release,"72,705.78",0,GBP,2025-01-31,2025-01-31,"228,000",0,0,,0,0,N,0,GBP,manual,DEMO-0018-COLL-O,DEMO-0018-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,South East,manual
DEMO-0019,DEMO-0019,SYN-UID-0019,DEMO-0019,OBO-0019,DEMO-0019-N,OBL-0019,2024-04-14,2042-04-14,"196,612.00","190,655.95",7.373,0.494,0.5245,"398,000",2026-01-31,Full survey,LS1 4AP,Yorkshire and The Humber,Semi Detached, leasehold ,80,Active,,2026-01-31,FIXED ,Owner Occupied,Interest roll-up,IFA,Debt Consolidation,"206,442.60",0,GBP,2025-01-31,2025-01-31,"398,000",0,0,,0,0,N,0,GBP,manual,DEMO-0019-COLL-O,DEMO-0019-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,Yorkshire and The Humber,manual
DEMO-0020,DEMO-0020,SYN-UID-0020,DEMO-0020,OBO-0020,DEMO-0020-N,OBL-0020,2024-04-12,2042-04-12,"252,386.00","273,558.51",8.555,0.4762,0.4728,"530,000",2026-01-31,Full survey,NG1 5FS,East Midlands,semi-detached house,Free hold,82,Active,,2026-01-31,Variable rate,Owner Occupied,Interest roll-up,IFA,Purchase Main Residence,"265,005.30",0,GBP,2025-01-31,2025-01-31,"530,000",0,0,,0,0,N,0,GBP,manual,DEMO-0020-COLL-O,DEMO-0020-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,East Midlands,manual
DEMO-0021,DEMO-0021,SYN-UID-0021,DEMO-0021,OBO-0021,DEMO-0021-N,OBL-0021,2025-05-20,2043-05-20,"119,942.90","117,957.75",8.313,0.2849,0.2708,"421,000",2026-01-31,Full survey,CF10 1EP,Wales,Flat / Apartment,Freehold,64,Active,,2026-01-31,Fixed,Owner Occupied,Interest roll-up,IFA,Home improvements,"125,940.04",0,GBP,2025-01-31,2025-01-31,"421,000",0,0,,0,0,N,0,GBP,manual,DEMO-0021-COLL-O,DEMO-0021-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,Wales,manual
DEMO-0022,DEMO-0022,SYN-UID-0022,DEMO-0022,OBO-0022,DEMO-0022-N,OBL-0022,06/08/2024,2042-08-06,"263,733.40", £259948.84 ,9.0,0.5131,0.5521,"514,000",2026-01-31,Full survey,EH1 1YZ,Scotland,flat,LEASEHOLD,71,Active,,2026-01-31,variable,Owner Occupied,Interest roll-up,IFA,Refinance ,"276,920.07",0,GBP,2025-01-31,2025-01-31,"514,000",0,0,,0,0,N,0,GBP,manual,DEMO-0022-COLL-O,DEMO-0022-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,Scotland,manual
DEMO-0023,DEMO-0023,SYN-UID-0023,DEMO-0023,OBO-0023,DEMO-0023-N,OBL-0023,2024-11-20,2042-11-20,"94,200.40","95,593.07",9.115,0.3958,0.3934,"238,000",2026-01-31,Full survey,LS1 4AP,Yorkshire and The Humber,Bungalow, leasehold ,76,Active,,2026-01-31,FIXED ,Owner Occupied,Interest roll-up,IFA,Equity release,"98,910.42",0,GBP,2025-01-31,2025-01-31,"238,000",0,0,,0,0,N,0,GBP,manual,DEMO-0023-COLL-O,DEMO-0023-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,Yorkshire and The Humber,manual
DEMO-0024,DEMO-0024,SYN-UID-0024,DEMO-0024,OBO-0024,DEMO-0024-N,OBL-0024,2024-03-19,2042-03-19,"92,371.00","93,101.90",9.135,0.2602,0.2488,"355,000",2026-01-31,Full survey,M1 1AE,North West,HOUSE,Free hold,63,Active,,2026-01-31,Variable rate,Owner Occupied,Interest roll-up,IFA,Debt Consolidation,"96,989.55",0,GBP,2025-01-31,2025-01-31,"355,000",0,0,,0,0,N,0,GBP,manual,DEMO-0024-COLL-O,DEMO-0024-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,North West,manual
DEMO-0025,DEMO-0025,SYN-UID-0025,DEMO-0025,OBO-0025,DEMO-0025-N,OBL-0025,2024-12-09,2042-12-09,"192,304.00","206,306.48",7.033,0.3434,0.3316,"560,000",2026-01-31,Full survey,LS1 4AP,Yorkshire and The Humber,Detached House,Freehold,77,Active,,2026-01-31,Fixed,Owner Occupied,Interest roll-up,Broker,Purchase Main Residence,"201,919.20",0,GBP,2025-01-31,2025-01-31,"560,000",0,0,,0,0,N,0,GBP,manual,DEMO-0025-COLL-O,DEMO-0025-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,Yorkshire and The Humber,manual
DEMO-0026,DEMO-0026,SYN-UID-0026,DEMO-0026,OBO-0026,DEMO-0026-N,OBL-0026,2024-12-21,2042-12-21,"95,860.00","100,764.43",8.106,0.4793,0.4712,"200,000",2026-01-31,Full survey,M1 1AE,North West,detached,LEASEHOLD,82,Active,,2026-01-31,variable,Owner Occupied,Interest roll-up,IFA,Home improvements,"100,653.00",0,GBP,2025-01-31,2025-01-31,"200,000",0,0,,0,0,N,0,GBP,manual,DEMO-0026-COLL-O,DEMO-0026-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,North West,manual
DEMO-0027,DEMO-0027,SYN-UID-0027,DEMO-0027,OBO-0027,DEMO-0027-N,OBL-0027,2024-04-09,2042-04-09,"140,275.20","136,918.45",6.364,0.3653,0.3871,"384,000",2026-01-31,Full survey,RG1 2DP,South East,Semi Detached, leasehold ,85,Redeemed,2026-01-15,2026-01-31,FIXED ,Owner Occupied,Interest roll-up,Direct,Refinance ,"147,288.96",15,GBP,2025-01-31,2025-01-31,"384,000",0,0,,0,0,N,0,GBP,manual,DEMO-0027-COLL-O,DEMO-0027-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,South East,manual
DEMO-0028,DEMO-0028,SYN-UID-0028,DEMO-0028,OBO-0028,DEMO-0028-N,OBL-0028,2024-11-23,2042-11-23,"92,369.80","88,427.03",7.035 %,0.4786,0.5033,"193,000",2026-01-31,Full survey,NG1 5FS,East Midlands,semi-detached house,Free hold,82,Active,,2026-01-31,Variable rate,Owner Occupied,Interest roll-up,Broker,Equity release,"96,988.29",0,GBP,2025-01-31,2025-01-31,"193,000",0,0,,0,0,N,0,GBP,manual,DEMO-0028-COLL-O,DEMO-0028-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,East Midlands,manual
DEMO-0029,DEMO-0029,SYN-UID-0029,DEMO-0029,OBO-0029,DEMO-0029-N,OBL-0029,2025-07-07,2043-07-07,"250,518.80", £241482.79 ,8.724,0.4522,0.4799,"554,000",2026-01-31,Full survey,CB2 1TN,East of England,Flat / Apartment,Freehold,82,Active,,2026-01-31,Fixed,Owner Occupied,Interest roll-up,Direct,Debt Consolidation,"263,044.74",0,GBP,2025-01-31,2025-01-31,"554,000",0,0,,0,0,N,0,GBP,manual,DEMO-0029-COLL-O,DEMO-0029-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,East of England,manual
DEMO-0030,DEMO-0030,SYN-UID-0030,DEMO-0030,OBO-0030,DEMO-0030-N,OBL-0030,2025-05-04,2043-05-04,"52,110.00","50,436.06",5.866,0.27,0.308,"193,000",2026-01-31,Full survey,B1 1AA,West Midlands,flat,LEASEHOLD,71,Active,,2026-01-31,variable,Owner Occupied,Interest roll-up,IFA,Purchase Main Residence,"54,715.50",0,GBP,2025-01-31,2025-01-31,"193,000",0,0,,0,0,N,0,GBP,manual,DEMO-0030-COLL-O,DEMO-0030-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,West Midlands,manual
DEMO-0031,DEMO-0031,SYN-UID-0031,DEMO-0031,OBO-0031,DEMO-0031-N,OBL-0031,20/06/2025,2043-06-20,"107,520.60","110,033.50",8.917,0.4443,0.4822,"242,000",2026-01-31,Full survey,NG1 5FS,East Midlands,Bungalow, leasehold ,74,Active,,2026-01-31,FIXED ,Owner Occupied,Interest roll-up,Direct,Home improvements,"112,896.63",0,GBP,2025-01-31,2025-01-31,"242,000",0,0,,0,0,N,0,GBP,manual,DEMO-0031-COLL-O,DEMO-0031-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,East Midlands,manual
DEMO-0032,DEMO-0032,SYN-UID-0032,DEMO-0032,OBO-0032,DEMO-0032-N,OBL-0032,2025-06-03,2043-06-03,"164,008.80","176,618.72",6.432,0.5062,0.5119,"324,000",2026-01-31,Full survey,CB2 1TN,East of England,HOUSE,Free hold,81,Active,,2026-01-31,Variable rate,Owner Occupied,Interest roll-up,IFA,Refinance ,"172,209.24",0,GBP,2025-01-31,2025-01-31,"324,000",0,0,,0,0,N,0,GBP,manual,DEMO-0032-COLL-O,DEMO-0032-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,East of England,manual
DEMO-0033,DEMO-0033,SYN-UID-0033,DEMO-0033,OBO-0033,DEMO-0033-N,OBL-0033,2025-05-26,2043-05-26,"183,796.60","190,238.83",5.836,0.4121,0.4134,"446,000",2026-01-31,Full survey,RG1 2DP,South East,Detached House,Freehold,76,Active,,2026-01-31,Fixed,Owner Occupied,Interest roll-up,Broker,Equity release,"192,986.43",0,GBP,2025-01-31,2025-01-31,"446,000",0,0,,0,0,N,0,GBP,manual,DEMO-0033-COLL-O,DEMO-0033-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,South East,manual
DEMO-0034,DEMO-0034,SYN-UID-0034,DEMO-0034,OBO-0034,DEMO-0034-N,OBL-0034,2025-04-20,2043-04-20,"116,940.30","128,197.22",8.972,0.3643,0.3837,"321,000",2026-01-31,Full survey,EH1 1YZ,Scotland,detached,LEASEHOLD,75,Active,,2026-01-31,variable,Owner Occupied,Interest roll-up,IFA,Debt Consolidation,"122,787.32",0,GBP,2025-01-31,2025-01-31,"321,000",0,0,,0,0,N,0,GBP,manual,DEMO-0034-COLL-O,DEMO-0034-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,Scotland,manual
DEMO-0035,DEMO-0035,SYN-UID-0035,DEMO-0035,OBO-0035,DEMO-0035-N,OBL-0035,2024-09-18,2042-09-18,"176,045.90","188,979.20",8.01,0.3379,0.3382,"521,000",2026-01-31,Full survey,SW1A 1AA,London,Semi Detached, leasehold ,62,Active,,2026-01-31,FIXED ,Owner Occupied,Interest roll-up,Broker,Purchase Main Residence,"184,848.20",0,GBP,2025-01-31,2025-01-31,"521,000",0,0,,0,0,N,0,GBP,manual,DEMO-0035-COLL-O,DEMO-0035-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,London,manual
DEMO-0036,DEMO-0036,SYN-UID-0036,DEMO-0036,OBO-0036,DEMO-0036-N,OBL-0036,2024-11-27,2042-11-27,"184,582.30", £187784.17 ,7.245,0.3199,0.319,"577,000",2026-01-31,Full survey,NG1 5FS,East Midlands,semi-detached house,Free hold,83,Active,,2026-01-31,Variable rate,Owner Occupied,Interest roll-up,Broker,Home improvements,"193,811.42",0,GBP,2025-01-31,2025-01-31,"577,000",0,0,,0,0,N,0,GBP,manual,DEMO-0036-COLL-O,DEMO-0036-COLL-N,Quarterly,Monthly,0,SONIA,1M,0,12,15,0,0,2025-12-31,N,Y,East Midlands,manual
